Customer ID,orders_2022,revenue_2022,avg_order_value_2022,main_dish_share_2022,pay_share_Cash,pay_share_Credit Card,pay_share_Digital Wallet,pay_share_Unknown,order_consistency_2022,revenue_2023,high_value_2023
CUST_038,100,2142,21.42,0.28,0.3,0.37,0.3,0.03,3.284490644,1213.5,0
CUST_039,75,1307,17.42666667,0.146666667,0.32,0.373333333,0.24,0.066666667,2.490892502,1763.5,1
CUST_040,99,1941,19.60606061,0.191919192,0.353535354,0.383838384,0.262626263,0,2.562846429,1755,0
CUST_041,81,1655,20.43209877,0.24691358,0.395061728,0.209876543,0.333333333,0.061728395,2.220769727,1415,0
CUST_042,82,1652.5,20.15243902,0.195121951,0.329268293,0.243902439,0.365853659,0.06097561,2.79067712,1968.5,1
CUST_043,88,1728.5,19.64204545,0.215909091,0.352272727,0.340909091,0.295454545,0.011363636,2.015094554,1891,1
CUST_044,84,1904.5,22.67261905,0.226190476,0.273809524,0.297619048,0.380952381,0.047619048,2.374102701,1544.5,0
CUST_045,79,1639.5,20.75316456,0.215189873,0.392405063,0.291139241,0.278481013,0.037974684,1.729862492,1274,0
CUST_046,78,1954.5,25.05769231,0.243589744,0.320512821,0.243589744,0.384615385,0.051282051,2.8123106,1228.5,0
CUST_047,80,1309.5,16.36875,0.1625,0.2125,0.3375,0.4,0.05,2.188122206,1606,0
CUST_048,83,1601,19.28915663,0.192771084,0.457831325,0.277108434,0.253012048,0.012048193,2.712205856,1739,0
CUST_049,93,1734,18.64516129,0.204301075,0.35483871,0.311827957,0.290322581,0.043010753,2.301185465,1628,0
CUST_050,85,1974.5,23.22941176,0.235294118,0.329411765,0.317647059,0.270588235,0.082352941,2.234373344,1372.5,0
CUST_051,83,1442,17.37349398,0.204819277,0.277108434,0.34939759,0.325301205,0.048192771,2.574643253,1698.5,0
CUST_052,80,1541.5,19.26875,0.2375,0.3125,0.35,0.2875,0.05,3.676295896,1521.5,0
CUST_053,93,1909.5,20.53225806,0.23655914,0.430107527,0.23655914,0.290322581,0.043010753,4.092676386,1775.5,1
CUST_054,77,1832.5,23.7987013,0.363636364,0.285714286,0.272727273,0.415584416,0.025974026,2.274696117,2040,1
CUST_055,107,2039.5,19.06074766,0.186915888,0.345794393,0.252336449,0.345794393,0.056074766,3.260182185,1765,1
CUST_056,79,1573.5,19.91772152,0.215189873,0.303797468,0.303797468,0.367088608,0.025316456,3.824759846,1740,0
CUST_057,89,1902.5,21.37640449,0.191011236,0.483146067,0.247191011,0.213483146,0.056179775,2.810963385,1566.5,0
CUST_058,77,1428,18.54545455,0.181818182,0.376623377,0.298701299,0.324675325,0,2.678477632,1813,1
CUST_059,91,1718.5,18.88461538,0.164835165,0.351648352,0.285714286,0.32967033,0.032967033,2.353269808,2048.5,1
CUST_060,70,1331.5,19.02142857,0.157142857,0.371428571,0.357142857,0.228571429,0.042857143,3.157482695,1580,0
CUST_061,91,1914.5,21.03846154,0.21978022,0.340659341,0.285714286,0.32967033,0.043956044,2.937479852,1664,0
CUST_062,91,1498,16.46153846,0.120879121,0.318681319,0.318681319,0.296703297,0.065934066,2.968266508,1388.5,0
CUST_063,89,1733.5,19.47752809,0.247191011,0.269662921,0.280898876,0.393258427,0.056179775,2.678477632,1808,1
CUST_064,70,1476,21.08571429,0.242857143,0.285714286,0.3,0.414285714,0,2.480224819,1421,0
CUST_065,82,1616,19.70731707,0.170731707,0.256097561,0.353658537,0.365853659,0.024390244,2.918073254,1701,0
CUST_066,94,1818.5,19.34574468,0.212765957,0.212765957,0.414893617,0.319148936,0.053191489,2.757908738,2078,1
CUST_067,84,1740.5,20.7202381,0.202380952,0.345238095,0.357142857,0.285714286,0.011904762,2.69679945,1935.5,1
CUST_068,89,1943.5,21.83707865,0.213483146,0.292134831,0.314606742,0.325842697,0.06741573,2.020725942,1305.5,0
CUST_069,78,1438.5,18.44230769,0.141025641,0.333333333,0.256410256,0.371794872,0.038461538,2.430862174,1431.5,0
CUST_070,83,1618,19.4939759,0.180722892,0.325301205,0.385542169,0.240963855,0.048192771,1.975225342,1435,0
CUST_071,91,1850,20.32967033,0.164835165,0.351648352,0.32967033,0.263736264,0.054945055,3.232177238,1747,0
CUST_072,71,1238,17.43661972,0.126760563,0.267605634,0.323943662,0.366197183,0.042253521,3.146667309,1597.5,0
CUST_073,75,1584,21.12,0.293333333,0.28,0.306666667,0.386666667,0.026666667,2.490892502,1830.5,1
CUST_074,102,2251,22.06862745,0.284313725,0.303921569,0.303921569,0.333333333,0.058823529,2.354878881,1768.5,1
CUST_075,84,1651.5,19.66071429,0.202380952,0.285714286,0.30952381,0.345238095,0.05952381,2.174229226,2042.5,1
CUST_076,81,1776.5,21.93209877,0.308641975,0.209876543,0.358024691,0.333333333,0.098765432,3.165869118,1601,0
CUST_077,73,1857.5,25.44520548,0.287671233,0.260273973,0.315068493,0.410958904,0.01369863,2.678477632,1513.5,0
CUST_078,72,1365.5,18.96527778,0.194444444,0.333333333,0.263888889,0.375,0.027777778,3.247376564,1750,0
CUST_079,89,2035.5,22.87078652,0.213483146,0.348314607,0.280898876,0.303370787,0.06741573,4.144181756,1509.5,0
CUST_080,72,1656,23,0.263888889,0.388888889,0.236111111,0.319444444,0.055555556,2.593698658,1828,1
CUST_081,86,1792.5,20.84302326,0.220930233,0.279069767,0.279069767,0.38372093,0.058139535,2.587850401,1344,0
CUST_082,94,1829,19.45744681,0.20212766,0.308510638,0.308510638,0.340425532,0.042553191,1.94624736,1809,1
CUST_083,83,1766.5,21.28313253,0.289156627,0.313253012,0.289156627,0.361445783,0.036144578,3.315482505,1199,0
CUST_084,81,1782.5,22.00617284,0.259259259,0.24691358,0.333333333,0.382716049,0.037037037,1.544785952,1472.5,0
CUST_085,82,1375,16.76829268,0.170731707,0.268292683,0.365853659,0.304878049,0.06097561,3.537676005,1182,0
CUST_086,87,1758.5,20.21264368,0.206896552,0.229885057,0.333333333,0.390804598,0.045977011,1.764549904,2077.5,1
CUST_087,103,1721.5,16.71359223,0.097087379,0.359223301,0.349514563,0.252427184,0.038834951,2.678477632,1761,1
CUST_088,86,1691,19.6627907,0.220930233,0.38372093,0.313953488,0.279069767,0.023255814,2.081665999,1576,0
CUST_089,90,2229.5,24.77222222,0.244444444,0.4,0.288888889,0.277777778,0.033333333,3.397860289,1839,1
CUST_090,93,1617,17.38709677,0.129032258,0.322580645,0.279569892,0.301075269,0.096774194,3.744693215,1642.5,0
CUST_091,88,1598.5,18.16477273,0.170454545,0.318181818,0.170454545,0.443181818,0.068181818,2.774341309,1802.5,1
CUST_092,85,1480.5,17.41764706,0.141176471,0.235294118,0.294117647,0.411764706,0.058823529,2.108783938,1673.5,0
CUST_093,96,2131,22.19791667,0.1875,0.291666667,0.385416667,0.270833333,0.052083333,2.449489743,1836,1
CUST_094,80,1496,18.7,0.2125,0.425,0.3125,0.2,0.0625,2.14617348,1496,0
CUST_095,73,1480,20.2739726,0.150684932,0.301369863,0.397260274,0.260273973,0.04109589,2.539088359,1642.5,0
CUST_096,102,1925.5,18.87745098,0.18627451,0.323529412,0.245098039,0.37254902,0.058823529,2.153221688,1605,0
CUST_097,99,2097,21.18181818,0.191919192,0.343434343,0.292929293,0.313131313,0.050505051,2.527125568,1449.5,0
CUST_098,88,1517.5,17.24431818,0.181818182,0.25,0.329545455,0.363636364,0.056818182,2.570225789,1877,1
CUST_099,72,1602.5,22.25694444,0.25,0.375,0.291666667,0.305555556,0.027777778,1.53741223,1618,0
CUST_100,97,1888,19.46391753,0.18556701,0.329896907,0.298969072,0.309278351,0.06185567,3.800916955,1703.5,0
